category,flow_id,src_ip,dst_ip,time_s,rtt_ms
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,18.4247,33.0712
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,18.4462,1.7111
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,18.4808,11.1901
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,18.5387,24.5241
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,18.539,364.1748
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,18.5558,1.2463
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,18.5933,1.0922
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,18.602,1.487
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,18.6381,66.6061
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,18.6661,38.4879
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,18.722,65.7902
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,18.7606,7.0526
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,18.7622,49.6856
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,18.8478,4.7556
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,18.8634,46.8623
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,18.8659,1.1772
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,18.9104,52.625
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,18.911,2.4535
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,18.9648,71.7756
Campus WiFi,192.168.2.197:50634->172.16.4.95:8080,192.168.2.197,172.16.4.95,18.97,3.7462
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,18.9946,2.0243
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,19.0145,0.3843
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,19.041,1.1121
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,19.1047,58.4524
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,19.1789,1.7912
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,19.2001,1.227
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,19.217,27.6253
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,19.2349,1.3428
Campus WiFi,192.168.2.197:50634->172.16.4.95:8080,192.168.2.197,172.16.4.95,19.3371,13.5546
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,19.3813,23.7711
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,19.439,8.0212
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,19.4458,1.6234
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,19.4481,52.6566
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,19.4822,0.9993
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,19.5533,23.3873
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,19.5902,1.8009
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,19.6229,1.8205
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,19.6473,11.3076
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,19.6497,62.073
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,19.6642,1.3329
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,19.7577,8.3473
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,19.8216,69.889
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,19.8263,9.0128
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,19.8405,1.3315
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,19.8695,0.9927
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,19.8837,1.2388
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,19.8951,53.9749
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,19.9565,80.1758
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.1093,48.6966
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,20.2204,5.2948
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.2461,51.0101
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.2605,0.8766
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.314,35.5466
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,20.3171,374.8738
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,20.37,21.2523
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,20.4121,8.7659
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.4241,21.2484
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,20.4283,50.5126
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,20.4413,1.1778
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.4672,1.5662
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,20.4864,1.8514
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.4972,156.9189
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.5052,47.871
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.5208,1.0317
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,20.527,15.7342
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,20.5352,6.6552
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,20.5424,11.0146
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.5946,0.8791
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.6104,1.0629
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,20.6125,5.4057
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.6519,39.3349
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.6553,3.2835
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,20.6573,0.9097
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,20.6625,9.8615
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,20.666,0.7436
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.6674,37.5498
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.6728,14.6365
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.7072,42.9823
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,20.7093,38.7109
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,20.7123,396.4065
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,20.7169,34.5944
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.7887,1.3616
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,20.8102,48.1507
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,20.8115,32.1271
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,20.8312,32.7204
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,20.8337,1.6717
Campus WiFi,192.168.2.197:50634->172.16.4.95:8080,192.168.2.197,172.16.4.95,20.9036,6.8447
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,20.9583,0.4325
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,21.0156,13.3109
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,21.0332,1.2698
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,21.1178,1.2104
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,21.3703,0.6339
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,21.4407,8.4885
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,21.5402,1.0689
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,21.5859,34.1312
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,21.5882,1.3044
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,21.6002,1.2296
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,21.6723,5.6507
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,21.6927,10.9293
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,21.7701,41.5679
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,21.8718,1.2783
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,21.8896,0.9881
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,21.9261,6.6722
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,21.9678,78.1159
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,21.9858,7.7929
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,21.9896,37.4794
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,22.0363,1.4053
Campus WiFi,192.168.2.197:50634->172.16.4.95:8080,192.168.2.197,172.16.4.95,22.0488,15.8565
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,22.1417,4.7932
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,22.1569,1.5886
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,22.1625,43.7286
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,22.1779,9.7538
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,22.1937,12.329
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,22.2105,1.1869
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,22.227,7.709
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,22.281,11.4898
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,22.3211,1.3987
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,22.3376,2.7337
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,22.3548,48.2295
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,22.4015,1.1447
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,22.4365,53.7011
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,22.4366,3.3366
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,22.4419,1.4591
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,22.4893,37.3022
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,22.546,1.6117
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,22.6064,12.9779
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,22.7419,44.3833
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,22.806,0.9192
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,22.8429,0.6373
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,22.9341,423.9762
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,22.9568,1.1063
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,23.0017,7.5861
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,23.107,0.814
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,23.1452,1.7475
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,23.1564,1.0122
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,23.1596,1.0146
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,23.2341,30.2454
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,23.2665,1.4582
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,23.2676,36.6634
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,23.2894,8.4126
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,23.4309,1.1063
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,23.4437,1.3257
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,23.453,0.9554
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,23.5773,58.0294
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,23.5884,9.0868
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,23.6014,0.9841
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,23.6119,1.4744
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,23.6292,0.7267
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,23.6294,44.6931
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,23.6974,8.586
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,23.7548,9.4577
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,23.8313,1.417
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,23.9018,1.1231
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,23.9162,13.4968
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,23.9163,0.4965
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,23.954,10.6811
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,23.9767,38.2867
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,23.9778,1.0432
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,23.9928,0.5186
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,24.0906,6.0891
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,24.1196,351.2328
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,24.1316,37.1548
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,24.1581,0.9593
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,24.1843,1.2241
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,24.1885,51.0656
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,24.2349,46.075
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,24.2792,0.8978
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,24.2945,46.0639
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,24.3032,50.6123
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,24.3209,14.3511
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,24.3573,48.0449
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,24.3815,1.507
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,24.3924,1.1062
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,24.398,1.303
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,24.4009,0.8087
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,24.4077,6.3177
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,24.4766,4.1892
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,24.5432,1.202
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,24.5612,8.6024
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,24.5743,39.2853
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,24.6378,35.1689
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,24.7545,76.7321
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,24.8191,0.6351
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,24.8614,82.0435
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,24.8968,8.9369
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,24.9677,12.2943
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,25.022,7.6005
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,25.0295,1.3184
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,25.0343,1.227
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,25.0442,0.8368
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,25.0493,48.8097
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,25.1217,9.9719
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,25.1954,1.0137
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,25.2586,14.9428
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,25.2588,68.5002
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,25.2669,1.7863
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,25.278,37.8521
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,25.3468,23.7236
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,25.3734,55.4927
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,25.3778,46.9183
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,25.4255,7.331
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,25.4388,44.6488
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,25.4611,5.3908
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,25.5399,39.4163
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,25.5671,32.6679
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,25.5899,9.091
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,25.7261,0.51
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,25.7498,5.5135
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,25.769,34.6059
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,25.8467,8.6908
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,25.9859,1.2968
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,26.0012,58.2115
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,26.0526,1.1097
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,26.0824,60.1885
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,26.1628,212.5575
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,26.2732,1.1702
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,26.2748,50.9604
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,26.2915,54.7297
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,26.3183,0.9751
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,26.3459,43.1847
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,26.3542,0.7949
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,26.3855,38.8924
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,26.4294,48.1239
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,26.5174,50.1263
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,26.576,10.2799
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,26.5892,10.3323
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,26.7161,38.0069
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,26.7761,1.9409
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,26.8176,31.7315
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,26.8502,15.4034
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,26.8945,0.6882
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,26.9067,56.6335
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,26.9261,34.5593
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,26.9655,82.653
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,26.9722,12.3413
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,27.0014,3.9502
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,27.0741,0.7396
Campus WiFi,192.168.2.205:53738->172.16.3.45:8080,192.168.2.205,172.16.3.45,27.0913,11.4588
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,27.1593,43.3883
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,27.2286,1.2835
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,27.3555,36.9526
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,27.3596,37.2453
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,27.3988,0.4347
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,27.4049,353.7053
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,27.4815,48.4643
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,27.5582,30.6764
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,27.5736,0.4161
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,27.6056,0.7769
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,27.6228,24.0176
